REFCODE,CC,CH,CCl,CO,CS,CBr,CN,HBr,HH,HO,HS,HCl,HN,OCl,OO,OS,BrO,ON,NN,ClCl,NS,SS,NCl,SCl,ClBr,SBr,NBr,BrBr,FF,FO,FC,FH,FS,FCl,FN,FBr,II,BrI,ClI,FI,SI,OI,NI,CI,HI,BAND GAP
YIDLOO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.855
YILMUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.264
YUDKIT,16,15,0.4,0,0,0,8.1,0,35.9,0,0,13.9,8.5,0,0,0,0,0,0.5,0.9,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782
PAMCEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.671
PAMZUZ,2.5,14.2,6.2,0,4.5,4.9,3.4,10.9,7.3,0,2.4,16,2.6,0,0,0,0,0,0,4.1,1.5,1.8,0,0,0.7,10.1,3.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found
PAWKUV,15.4,12,0,0,0,0,3.7,0,41,0,0,0,10.6,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,1.9,0,1.4,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.427
PEYFEF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.607
PHALIM04,11.8,12.5,0,4.4,0,0,2,0,23.8,42.4,0,0,1.6,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.691
PHENAZ01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.896
PIDGOZ01,9.9,8.5,0,4.4,0,0,0,0,10.2,17.3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,6,4.2,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.954
PIMRIO,17.6,14.2,0,0,0,1.8,2.7,23.9,29,0,0,0,5.7,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623
PITBIF,13.4,14.3,2.8,3.8,0,0,0,0,36.7,15.6,0,12,0,0,1.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.661
PODJUP,9.7,11.5,2,3.2,0,0,0,0,9.9,17.3,0,14.9,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0.7,2,0.8,18.3,0,2.5,0,0,0,0,0,0,0,0,0,0,0,No bandgap located
PORRAQ,0.1,29.1,0,0,0,13,0,14.1,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No bandgap located
POZLUM,5,11.8,0,1.5,2.2,0,2.3,0,25.5,18.4,17.1,0,11.2,0,0,1.4,0,0,0.7,0,2.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696
PUVMAV01,0.1,43.4,0,0,3.4,0,0,0,18.9,0,4.9,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,17.7,0,0.6,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.798
QAJPAU,8.7,12.3,1.4,3.8,0,0,1.2,0,24.5,20.2,0,22.5,1.8,0,0.7,0,0,0,0,2,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.427
